3.8434688e8, 176837.72
3.842937e8, 353729.06
3.8424045e8, 530674.06
3.8418714e8, 707672.7
3.8413373e8, 884724.94
3.8408026e8, 1061830.8
3.8402672e8, 1238990.3
3.8397312e8, 1416203.4
3.8391946e8, 1593470.1
3.838657e8, 1770790.5
3.8381187e8, 1948164.5
3.8375798e8, 2125592.0
3.8370403e8, 2303073.3
3.8364998e8, 2480608.0
3.8359587e8, 2658196.5
3.835417e8, 2835838.5
3.8348746e8, 3013534.3
3.8343312e8, 3191283.5
3.8337872e8, 3369086.5
3.8332426e8, 3546943.0
3.8326973e8, 3724853.3
3.832151e8, 3902817.0
3.8316042e8, 4080834.5
3.8310566e8, 4258905.5
3.8305085e8, 4437030.0
3.8299594e8, 4615208.0
3.8294096e8, 4793440.0
3.8288592e8, 4971725.5
3.8283082e8, 5150064.5
3.8277565e8, 5328457.0
3.8272038e8, 5506903.5
3.8266506e8, 5685403.5
3.8260966e8, 5863957.0
3.825542e8, 6042564.0
3.8249866e8, 6221225.0
3.8244304e8, 6399939.5
3.8238736e8, 6578707.5
3.8233162e8, 6757529.0
3.8227578e8, 6936404.0
3.8221987e8, 7115333.0
3.821639e8, 7294315.5
3.8210787e8, 7473351.5
3.8205174e8, 7652441.0
3.8199555e8, 7831584.0
3.819393e8, 8010781.0
3.8188298e8, 8190031.5
3.8182656e8, 8369335.5
3.8177008e8, 8548693.0
3.8171354e8, 8728104.0
3.8165693e8, 8907569.0
3.8160022e8, 9087087.0
3.8154346e8, 9266659.0
3.8148662e8, 9446285.0
3.8142973e8, 9625964.0
3.8137274e8, 9805697.0
3.8131568e8, 9985483.0
3.8125856e8, 1.0165323e7
3.8120138e8, 1.0345217e7
3.811441e8, 1.0525164e7
3.8108675e8, 1.0705165e7
3.8102934e8, 1.0885219e7
3.8097187e8, 1.1065327e7
3.809143e8, 1.1245489e7
3.8085667e8, 1.1425704e7
3.8079898e8, 1.1605973e7
3.8074122e8, 1.1786295e7
3.806834e8, 1.1966671e7
3.8062547e8, 1.2147101e7
3.805675e8, 1.2327584e7
3.8050944e8, 1.2508121e7
3.8045133e8, 1.2688711e7
3.8039312e8, 1.2869355e7
3.8033485e8, 1.3050052e7
3.802765e8, 1.3230803e7
3.802181e8, 1.3411608e7
3.8015962e8, 1.3592466e7
3.8010106e8, 1.3773378e7
3.8004243e8, 1.3954343e7
3.7998374e8, 1.4135362e7
3.7992496e8, 1.4316435e7
3.798661e8, 1.4497561e7
3.798072e8, 1.4678741e7
3.7974822e8, 1.4859974e7
3.7968915e8, 1.5041261e7
3.7963002e8, 1.5222601e7
3.7957082e8, 1.5403995e7
3.7951155e8, 1.5585443e7
3.794522e8, 1.5766944e7
3.7939277e8, 1.5948499e7
3.7933328e8, 1.6130107e7
3.7927373e8, 1.6311769e7
3.7921408e8, 1.6493484e7
3.7915437e8, 1.6675253e7
3.790946e8, 1.6857076e7
3.7903475e8, 1.7038952e7
